,MEMBER_NO,L,R,F,M,C,K,runoff_flag
37422,37993,3436,30,7,8943,0.595919714,1.0,0
37423,37994,3427,6,145,271438,0.95253487,1.0,0
37424,37995,3427,2,47,63275,0.804304228,1.0,0
37425,37996,3421,5,38,61200,0.7443697709999999,1.0,0
37426,37997,3417,67,40,45111,0.706448538,1.0,0
37427,37998,3416,12,4,4791,0.44027969100000003,1.0,0
37428,37999,3415,503,4,2617,0.8,0.0,1
37429,38000,3414,6,17,23552,1.329642493,1.0,0
37430,38001,3414,68,30,21240,0.622219868,1.0,0
37431,38002,3412,72,8,10301,0.570873702,1.0,0
37432,38003,3424,224,3,5796,0.571325052,0.0,0
37433,38004,3409,125,4,5428,0.6850902729999999,1.0,0
37434,38005,3409,40,4,5959,0.817054875,1.0,0
37435,38006,3409,8,89,106510,0.764573373,1.0,0
37436,38007,3408,312,5,5075,0.73364532,0.0,1
37437,38008,3406,4,53,78602,0.612289891,1.0,0
37438,38009,3421,41,63,84674,0.705565817,1.0,0
37439,38010,3420,213,8,5695,0.567364355,1.0,0
37440,38011,3415,18,15,27341,0.574499835,1.0,0
37441,38012,3412,9,60,97713,0.525715616,1.0,0
37442,38013,3410,1,44,45188,0.764004603,1.0,0
37443,38014,3395,57,21,37746,0.7349170770000001,1.0,0
37444,38015,3393,223,4,3771,0.933937947,1.0,0
37445,38016,3389,127,8,10873,0.845033569,1.0,0
37446,38017,3404,37,10,9353,0.590415909,1.0,0
37447,38018,3394,100,6,5165,0.455626331,1.0,0
37448,38019,3397,3,21,32944,0.558121965,1.0,0
37449,38020,3386,306,3,5901,0.7,0.0,1
37450,38021,3385,24,23,62260,0.521439126,1.0,0
37451,38022,3408,2,99,162215,0.8969661870000001,1.0,0
37452,38023,3395,169,2,2498,0.401561249,1.0,1
37453,38024,3410,1,101,82033,0.7897719209999999,1.0,0
37454,38025,3394,69,16,33386,0.564146049,0.0,0
37455,38026,3430,9,85,115698,0.6731533820000001,1.0,0
37456,38027,3387,9,2,2075,0.606168675,1.0,1
37457,38028,3384,16,14,17629,0.76478473,0.0,0
37458,38029,3390,101,15,16427,0.608600475,1.0,0
37459,38030,3381,76,15,23223,0.893242045,0.0,0
37460,38031,3394,647,3,5972,0.591384796,0.0,1
37461,38032,3371,115,13,21837,0.47906489,0.0,0
37462,38033,3390,131,16,73903,0.6882352540000001,0.0,0
37463,38034,3384,5,27,33970,0.5929375920000001,1.0,0
37464,38035,3382,15,55,153868,1.1460005979999999,1.0,0
37465,38036,3420,32,3,5901,1.09,1.0,0
37466,38037,3382,82,17,25289,0.5187381870000001,1.0,0
37467,38038,3369,107,17,16070,0.685922215,0.0,0
37468,38039,3378,560,11,13340,0.855554723,0.0,1
37469,38040,3364,31,32,42185,0.7015771009999999,1.0,0
37470,38041,3360,254,9,13459,0.554524853,1.0,0
37471,38042,3377,119,11,21258,0.723617932,1.0,0
37472,38043,3368,22,4,2974,0.7841324820000001,1.0,0
37473,38044,3364,48,3,2830,0.790925795,1.0,0
37474,38045,3366,117,13,15713,0.692462292,1.0,0
37475,38046,3364,51,15,15409,0.561991044,1.0,0
37476,38047,3351,90,35,55938,1.1490632490000001,0.0,0
37477,38048,3360,103,6,5339,0.73990635,0.0,0
37478,38049,3354,12,17,32579,0.716169618,1.0,0
37479,38050,3352,191,2,3003,0.6886346990000001,1.0,1
37480,38051,3352,151,24,57573,0.94360082,0.0,1
37481,38052,3345,11,69,76532,0.73099919,1.0,0
37482,38053,3348,124,8,15919,0.475676864,1.0,0
37483,38054,3347,39,20,29018,0.565649252,1.0,0
37484,38055,3350,134,5,3475,0.808109353,1.0,0
37485,38056,3345,415,3,3548,0.535287486,0.0,1
37486,38057,3345,2,38,53772,1.066208436,1.0,0
37487,38058,3342,2,50,40239,0.804020975,1.0,0
37488,38059,3339,72,10,13199,0.673307069,0.0,0
37489,38060,3333,174,2,2948,0.5367401629999999,1.0,1
37490,38061,3347,332,3,3664,0.74279476,1.0,1
37491,38062,3336,627,2,3122,0.626008969,0.0,1
37492,38063,3347,223,4,5742,0.9511198190000001,1.0,0
37493,38064,3336,13,5,10252,0.692646313,1.0,0
37494,38065,3342,167,11,14108,1.078728381,1.0,1
37495,38066,3323,2,18,20145,0.833243485,1.0,0
37496,38067,3334,9,70,90676,0.8107778240000001,1.0,0
37497,38068,3324,4,27,68470,0.7949893379999999,1.0,0
37498,38069,3323,44,7,45004,0.676668741,0.0,0
37499,38070,3322,30,23,33529,0.6486542989999999,1.0,0
37500,38071,3324,200,3,2288,0.807884615,0.0,1
37501,38072,3318,14,32,40206,0.7355536490000001,1.0,0
37502,38073,3353,2,107,135811,1.3989924230000002,1.0,0
37503,38074,3347,205,4,9327,0.578678032,1.0,1
37504,38075,3319,64,8,8405,0.685574063,1.0,0
37505,38076,3320,22,30,40361,0.48374643799999995,1.0,0
37506,38077,3323,48,4,9143,0.6871497320000001,1.0,0
37507,38078,3318,100,7,13594,1.10422098,1.0,0
37508,38079,3318,3,68,117537,1.085817147,1.0,0
37509,38080,3319,37,13,16743,1.009512632,1.0,0
37510,38081,3314,102,7,11369,0.559069399,1.0,0
37511,38082,3310,18,25,37774,0.560668449,1.0,0
37512,38083,3308,13,66,41981,1.272723613,1.0,0
37513,38084,3304,5,82,135413,0.81353969,1.0,0
37514,38085,3306,136,16,15821,0.521795715,0.0,1
37515,38086,3306,4,36,52428,0.69237335,1.0,0
37516,38087,3306,7,12,20470,0.670767465,1.0,0
37517,38088,3309,538,2,1096,0.25,0.0,1
37518,38089,3312,282,9,30573,0.499168874,0.0,1
37519,38090,3303,90,6,6988,0.549981397,1.0,0
37520,38091,3336,174,11,10421,0.729714999,1.0,1
37521,38092,3297,506,6,7246,0.658535744,0.0,1
37522,38093,3306,13,31,33653,0.765717767,1.0,0
37523,38094,3317,277,2,15168,0.75,1.0,1
37524,38095,3302,170,7,8824,0.804102448,0.0,0
37525,38096,3292,190,3,5311,0.7074599890000001,1.0,0
37526,38097,3290,2,21,30710,0.51941322,1.0,0
37527,38098,3289,8,116,161730,0.786706177,1.0,0
37528,38099,3297,4,103,126385,0.5845876489999999,1.0,0
37529,38100,3289,447,3,1860,0.567419355,0.0,1
37530,38101,3287,210,7,6699,1.0183728909999998,1.0,1
37531,38102,3296,4,47,65003,0.87572589,1.0,0
37532,38103,3281,158,2,2616,0.63,1.0,1
37533,38104,3285,3,23,28529,0.829249185,1.0,0
37534,38105,3279,354,2,1613,1.0,1.0,1
37535,38106,3283,26,9,10778,0.681085545,1.0,0
37536,38107,3280,256,9,11898,0.672793747,0.0,1
37537,38108,3281,136,5,4762,0.28894162100000004,1.0,0
37538,38109,3282,122,2,5644,0.53,1.0,1
37539,38110,3282,14,48,45470,0.713778535,1.0,0
37540,38111,3276,235,8,14920,0.631568365,1.0,0
37541,38112,3276,213,12,21805,0.844257739,0.0,1
37542,38113,3273,18,13,14611,0.7559126690000001,1.0,0
37543,38114,3308,146,2,1651,0.702822532,1.0,1
37544,38115,3277,483,5,5050,0.7186930690000001,0.0,1
37545,38116,3278,3,5,6945,0.476385889,1.0,0
37546,38117,3281,198,3,4770,0.627838574,0.0,0
37547,38118,3283,94,17,22618,0.62462773,1.0,0
37548,38119,3281,308,22,17671,0.744722992,0.0,1
37549,38120,3285,390,2,4161,0.376832492,0.0,1
37550,38121,3269,138,3,4829,0.782903293,1.0,0
37551,38122,3273,110,15,25389,0.676085313,1.0,0
37552,38123,3263,17,61,81113,1.230116011,1.0,0
37553,38124,3270,11,80,69279,0.722001472,1.0,0
37554,38125,3287,24,50,59382,0.70976727,1.0,0
37555,38126,3277,475,2,2356,0.25,0.0,1
37556,38127,3266,123,26,36187,0.50963661,1.0,0
37557,38128,3269,45,6,10218,0.6994108440000001,1.0,0
37558,38129,3267,686,4,1520,0.9625,0.0,1
37559,38130,3266,99,18,34961,0.835057064,1.0,0
37560,38131,3269,8,43,44241,0.772750616,1.0,0
37561,38132,3267,2,77,90123,0.710465253,1.0,0
37562,38133,3264,25,14,19633,0.7489527840000001,1.0,0
37563,38134,3272,178,11,112128,1.065035317,1.0,0
37564,38135,3255,187,2,3934,0.675,1.0,1
37565,38136,3258,696,2,4110,0.8,0.0,1
37566,38137,3259,85,50,48497,0.789436666,1.0,1
37567,38138,3261,4,8,5722,1.293720727,0.0,0
37568,38139,3266,41,9,8431,0.855237813,1.0,0
37569,38140,3268,118,21,33914,0.9436259359999999,1.0,0
37570,38141,3266,319,9,12428,0.834567107,0.0,1
37571,38142,3268,98,28,41402,0.700571953,1.0,1
37572,38143,3279,471,3,36696,0.75,0.0,1
37573,38144,3259,43,14,20463,0.7281649809999999,1.0,0
37574,38145,3269,16,25,37274,1.052450233,1.0,0
37575,38146,3256,147,14,37002,0.7771428570000001,1.0,1
37576,38147,3258,245,2,1239,0.7176674740000001,1.0,1
37577,38148,3258,224,8,8368,0.71125,1.0,0
37578,38149,3255,8,27,47072,0.641736489,1.0,0
37579,38150,3256,8,22,30514,0.590501081,1.0,0
37580,38151,3250,401,2,2616,0.9,0.0,1
37581,38152,3250,97,8,13640,0.7273115840000001,1.0,0
37582,38153,3264,5,28,35516,0.6866640390000001,0.0,0
37583,38154,3271,62,73,61552,0.7219216270000001,1.0,1
37584,38155,3262,11,28,37287,0.620466651,1.0,0
37585,38156,3243,4,18,23469,0.728773275,0.0,0
37586,38157,3242,4,18,24128,0.633106349,1.0,0
37587,38158,3257,277,2,4154,0.81,1.0,1
37588,38159,3259,99,16,22307,0.5359967720000001,1.0,0
37589,38160,3251,105,4,5898,0.60117667,1.0,1
37590,38161,3243,183,5,6540,0.568,1.0,1
37591,38162,3252,633,8,24303,1.246948936,0.0,1
37592,38163,3309,237,9,12341,0.8052572729999999,0.0,1
37593,38164,3242,37,9,18785,0.435170615,0.0,0
37594,38165,3239,114,5,11909,0.7352649259999999,1.0,0
37595,38166,3259,4,22,31242,0.5806539270000001,1.0,0
37596,38167,3247,39,13,14284,0.855023103,1.0,0
37597,38168,3241,27,7,10097,0.6143369320000001,1.0,0
37598,38169,3248,65,5,7521,0.7205584359999999,1.0,0
37599,38170,3234,7,37,29469,0.92112559,1.0,0
37600,38171,3257,8,24,41244,1.315569295,1.0,0
37601,38172,3236,112,8,8402,0.8984348959999999,1.0,0
37602,38173,3272,5,24,34704,0.8475,1.0,0
37603,38174,3243,168,6,9007,0.675046075,0.0,0
37604,38175,3228,2,50,66558,0.751283542,1.0,0
37605,38176,3239,28,27,38100,0.803854856,1.0,0
37606,38177,3233,3,84,110523,0.640647015,1.0,0
37607,38178,3235,172,3,4401,0.924226312,1.0,0
37608,38179,3229,21,7,12337,0.8078390209999999,1.0,0
37609,38180,3227,1,17,30938,0.561899929,1.0,0
37610,38181,3226,172,8,15698,0.494373169,0.0,0
37611,38182,3226,224,2,3253,0.538364587,1.0,0
37612,38183,3225,12,37,61785,0.625701708,1.0,0
37613,38184,3254,17,2,3934,1.455,1.0,0
37614,38185,3221,265,6,6795,1.07405298,0.0,1
37615,38186,3226,13,16,24042,0.7375746609999999,1.0,0
37616,38187,3229,304,3,3462,0.7886655109999999,0.0,1
37617,38188,3226,2,59,80323,0.6969155779999999,1.0,0
37618,38189,3221,102,4,10840,0.5725,1.0,0
37619,38190,3222,2,18,23304,0.558261243,1.0,0
37620,38191,3216,356,3,2519,0.326141326,0.0,1
37621,38192,3218,58,48,72519,0.630697886,1.0,0
37622,38193,3218,97,5,7519,0.5544234610000001,1.0,0
37623,38194,3227,15,61,98900,0.654428514,1.0,0
37624,38195,3217,54,19,30173,0.71838962,1.0,0
37625,38196,3223,24,26,44816,1.353867369,1.0,0
37626,38197,3209,356,10,13446,0.660917745,0.0,1
37627,38198,3213,10,12,17168,0.5935094360000001,1.0,0
37628,38199,3212,3,106,167199,0.714441235,1.0,0
37629,38200,3205,4,58,63038,0.6585684829999999,1.0,0
37630,38201,3205,272,2,3453,0.800376484,1.0,1
37631,38202,3238,17,14,8100,0.904541975,1.0,0
37632,38203,3210,209,4,6059,0.755867305,1.0,1
37633,38204,3199,77,18,21130,1.2535929959999998,1.0,0
37634,38205,3197,49,23,50598,0.894726274,0.0,0
37635,38206,3196,66,54,69039,0.735568592,1.0,0
37636,38207,3191,7,86,105952,0.7913474970000001,1.0,0
37637,38208,3193,41,38,46093,0.724868635,0.0,0
37638,38209,3190,5,45,65806,0.6947223659999999,1.0,0
37639,38210,3206,13,64,68124,0.8517359520000001,1.0,0
37640,38211,3206,135,24,43446,0.40858030700000003,1.0,1
37641,38212,3221,6,15,16373,0.827238747,1.0,0
37642,38214,3188,24,16,19589,0.656920721,1.0,0
37643,38215,3189,32,14,17564,0.707183443,1.0,0
37644,38216,3187,52,7,12653,0.876151901,1.0,0
37645,38217,3181,414,3,3567,0.6166666670000001,0.0,1
37646,38218,3181,464,14,16491,0.9905160390000001,0.0,1
37647,38219,3185,2,25,36215,0.689754798,1.0,0
37648,38220,3198,473,5,7690,0.665084525,0.0,1
37649,38221,3174,218,2,2578,0.774422033,1.0,1
37650,38222,3175,82,17,23849,0.725332718,1.0,0
37651,38223,3185,24,29,46116,0.7264563279999999,0.0,0
37652,38224,3171,158,17,20291,0.905582771,0.0,0
37653,38225,3171,2,72,107745,0.7381336490000001,1.0,0
37654,38226,3165,271,3,1701,0.856666667,1.0,1
37655,38227,3166,39,21,24887,0.690946277,1.0,0
37656,38229,3165,402,2,3934,0.725,0.0,1
37657,38230,3167,128,11,10718,0.843352305,0.0,0
37658,38231,3172,70,6,9452,0.61213923,1.0,0
37659,38232,3191,1,44,46652,0.763716882,1.0,0
37660,38233,3162,632,3,4840,0.685433884,0.0,1
37661,38234,3163,3,4,10481,0.5825884929999999,0.0,0
37662,38235,3162,39,11,12581,0.6123257289999999,1.0,0
37663,38236,3200,23,19,45873,0.524097835,1.0,0
37664,38237,3176,69,11,18279,0.658396521,1.0,0
37665,38238,3164,192,6,7515,0.7362528279999999,0.0,0
37666,38239,3167,112,3,6213,0.8503621440000001,0.0,0
37667,38240,3186,87,21,21958,0.585813826,0.0,0
37668,38241,3154,19,85,121097,1.4261062619999998,1.0,0
37669,38242,3152,7,47,44569,0.72704907,1.0,0
37670,38243,3162,369,5,7107,0.9123258759999999,0.0,1
37671,38244,3161,5,33,33703,0.866257603,1.0,0
37672,38245,3155,216,5,6693,0.597134319,0.0,0
37673,38246,3151,8,27,27894,1.116276619,1.0,0
37674,38247,3148,665,2,2750,0.425,0.0,1
37675,38248,3156,5,84,94699,0.760778361,1.0,0
37676,38249,3158,15,44,72244,0.7025769609999999,1.0,0
37677,38250,3156,319,3,4124,0.733365664,1.0,1
37678,38251,3162,162,7,8103,0.879923485,0.0,0
37679,38252,3147,18,7,8999,0.670595622,1.0,0
37680,38253,3147,34,36,60242,0.745339132,1.0,0
37681,38254,3137,44,9,16626,0.7834861059999999,1.0,0
37682,38255,3144,375,11,19509,0.530862679,0.0,1
37683,38256,3145,29,18,17200,0.568469186,1.0,0
37684,38257,3138,153,14,22646,0.8724507640000001,0.0,0
37685,38258,3145,155,3,2860,0.671090909,0.0,0
37686,38259,3142,102,10,12531,0.668518873,1.0,0
37687,38260,3147,7,6,5448,0.63845815,1.0,0
37688,38261,3157,154,6,7146,0.5368345929999999,1.0,1
37689,38262,3135,18,6,8286,0.719666908,1.0,0
37690,38263,3141,6,14,17866,0.7000884359999999,1.0,0
37691,38264,3143,418,9,7653,0.477211551,0.0,1
37692,38265,3135,9,36,59850,0.662668672,0.0,0
37693,38266,3128,9,61,58616,0.7451315340000001,1.0,0
37694,38267,3135,239,2,2143,0.5657722820000001,1.0,0
37695,38268,3134,194,6,9692,0.512358646,0.0,0
37696,38269,3135,23,19,24847,0.715474705,1.0,0
37697,38270,3140,10,27,37122,0.706541135,1.0,0
37698,38271,3149,143,32,44155,0.698980183,1.0,1
37699,38272,3139,18,21,23491,0.76705036,1.0,0
37700,38273,3132,518,2,3762,0.85,0.0,1
37701,38274,3121,203,4,2732,0.550849195,1.0,0
37702,38275,3133,3,93,109943,0.91579564,1.0,0
37703,38276,3122,34,3,4410,0.763278912,1.0,0
37704,38277,3122,515,2,1848,0.880357143,0.0,1
37705,38278,3119,289,4,6776,0.595138725,1.0,0
37706,38279,3117,341,9,8015,0.6812476609999999,0.0,1
37707,38280,3119,53,27,58276,0.670825554,1.0,0
37708,38281,3123,88,25,40716,0.74479664,1.0,0
37709,38282,3113,57,2,1824,0.769342105,1.0,0
37710,38283,3121,533,3,2097,0.8,0.0,1
37711,38284,3119,24,11,17499,0.629813704,1.0,0
37712,38285,3106,107,4,11379,0.611124879,1.0,1
37713,38286,3123,111,22,21976,0.783159811,1.0,0
37714,38287,3112,61,19,18938,0.995157356,1.0,0
37715,38288,3111,4,2,2463,0.334409257,1.0,0
37716,38289,3109,169,6,12022,0.574644818,0.0,0
37717,38290,3113,11,69,118726,1.297050351,1.0,0
37718,38291,3097,73,13,27461,0.761607735,1.0,0
37719,38292,3112,38,9,12531,0.878060809,1.0,0
37720,38293,3104,66,17,16165,0.973084442,1.0,0
37721,38294,3097,128,14,26120,1.2444628640000002,1.0,0
37722,38295,3096,133,8,11175,0.627864877,1.0,0
37723,38296,3094,33,17,21211,0.6973890909999999,1.0,0
37724,38297,3105,391,5,6360,0.662232704,0.0,1
37725,38298,3088,37,50,85464,0.647232636,1.0,0
37726,38299,3087,83,7,11523,0.6408287770000001,1.0,0
37727,38300,3086,78,10,14524,0.6571226929999999,1.0,0
37728,38301,3117,7,8,14895,0.609304465,0.0,0
37729,38302,3092,307,8,6795,0.853245033,0.0,1
37730,38303,3096,2,23,25941,0.7024752320000001,1.0,0
37731,38304,3090,233,4,4306,0.7173223409999999,1.0,1
37732,38305,3086,207,3,2269,0.7279594540000001,0.0,0
37733,38306,3086,225,3,17301,0.739712155,1.0,1
37734,38307,3096,46,22,59753,0.576071494,0.0,0
37735,38308,3105,5,30,45801,0.774528285,1.0,0
37736,38309,3079,45,6,5534,0.8506631729999999,1.0,0
37737,38310,3078,95,15,22221,0.8537563570000001,1.0,0
37738,38311,3088,198,4,4671,0.89763648,1.0,1
37739,38312,3080,106,9,10290,0.736592809,1.0,0
37740,38313,3094,5,34,33435,0.7862829370000001,1.0,0
37741,38314,3085,375,8,9854,0.741110209,0.0,1
37742,38315,3085,13,25,30596,1.451671133,1.0,0
37743,38316,3082,275,4,23191,0.541682118,1.0,0
37744,38317,3088,215,4,5133,0.985458796,1.0,0
37745,38318,3079,29,5,7478,0.47106713,1.0,0
37746,38319,3098,15,26,24749,0.681546325,1.0,0
37747,38320,3074,89,11,20722,0.67133047,0.0,0
37748,38321,3098,217,8,9921,0.572490676,1.0,1
37749,38322,3072,199,5,8947,0.658292165,1.0,0
37750,38323,3081,80,26,31599,0.857310041,1.0,0
37751,38324,3071,65,20,31417,0.673753382,0.0,0
37752,38325,3062,44,40,40573,0.9026049340000001,1.0,0
37753,38326,3074,2,77,60202,0.77060596,1.0,0
37754,38327,3074,192,5,5830,0.6388799310000001,1.0,1
37755,38328,3074,25,15,23942,0.9379496279999999,1.0,0
37756,38329,3058,31,69,147549,0.823818121,1.0,0
37757,38330,3054,47,6,8629,0.69271758,1.0,0
37758,38331,3068,55,35,57764,0.915299841,1.0,0
37759,38332,3065,4,128,122933,0.561786827,1.0,0
37760,38333,3058,3,38,43192,0.673675681,0.0,0
37761,38334,3049,7,3,3493,0.4370426570000001,1.0,0
37762,38335,3048,32,7,14361,0.5856611660000001,1.0,0
37763,38336,3058,115,12,8946,0.6745539909999999,0.0,0
37764,38337,3053,127,6,7115,0.707330991,1.0,0
37765,38338,3054,18,48,76188,0.890162362,1.0,0
37766,38339,3048,290,8,8587,0.7283742870000001,0.0,1
37767,38340,3047,19,14,17989,0.771144588,1.0,0
37768,38341,3060,61,3,4750,0.679566316,1.0,1
37769,38342,3050,130,31,32263,0.6911269879999999,1.0,1
37770,38343,3048,24,10,10480,0.5946030529999999,1.0,0
37771,38344,3048,4,25,24264,0.843987389,1.0,0
37772,38345,3061,161,11,16350,0.7829951070000001,0.0,0
37773,38346,3045,384,2,3275,1.100610687,0.0,1
37774,38347,3048,94,9,20415,1.0059353420000001,1.0,0
37775,38348,700,103,16,23759,0.934676965,1.0,0
37776,38349,1383,42,12,17872,0.742581692,1.0,0
37777,38350,527,38,4,3230,0.9265386999999998,1.0,0
37778,38351,631,8,40,45186,0.7629949540000001,1.0,0
37779,38352,2542,354,21,39508,1.4171977830000002,0.0,1
37780,38353,2557,1,40,55666,0.7628825490000001,1.0,0
37781,38354,2520,347,3,4969,0.858200845,0.0,1
37782,38355,2188,614,5,4987,0.825295769,0.0,1
37783,38356,2527,120,6,6830,0.588682284,1.0,0
37784,38357,2528,20,15,13124,0.8568165190000001,1.0,0
37785,38358,2510,70,14,9034,0.314299314,1.0,0
37786,38359,2357,19,24,31861,0.8279310129999999,1.0,0
37787,38360,2532,651,2,3696,0.48043831200000003,0.0,1
37788,38361,2556,3,20,113068,0.7694140690000001,1.0,0
37789,38362,2510,523,5,7183,0.847501044,0.0,1
37790,38363,2493,37,37,36397,0.5271689970000001,0.0,0
37791,38364,2485,525,2,826,0.8,0.0,1
37792,38365,2499,51,20,22678,0.911613899,0.0,0
37793,38366,2504,5,4,3342,0.532420706,1.0,0
37794,38367,2540,20,19,24745,0.714115175,1.0,0
37795,38368,2536,28,55,59442,0.843655664,1.0,0
37796,38369,2476,148,8,11261,0.715461327,0.0,0
37797,38370,2463,45,6,5610,0.763333333,1.0,0
37798,38371,2362,33,21,39442,0.7193704679999999,1.0,0
37799,38372,2551,282,7,8813,0.46680472,0.0,1
37800,38373,2549,16,21,43408,1.176802202,1.0,0
37801,38374,2540,119,17,10298,0.8680316570000001,0.0,0
37802,38375,2538,338,5,6872,0.480034924,0.0,1
37803,38376,2534,2,31,61363,0.73152649,1.0,0
37804,38377,1421,56,6,6173,0.795890167,1.0,0
37805,38378,2510,98,5,5470,0.912482633,0.0,0
37806,38379,2604,2,54,71253,0.735079646,1.0,0
37807,38380,2513,540,2,4196,1.0,0.0,1
37808,38381,2520,49,11,15926,0.5788622379999999,1.0,0
37809,38382,2486,23,34,36555,0.7748026259999999,1.0,0
37810,38383,2471,5,30,28902,0.73091966,1.0,0
37811,38384,2537,19,26,30042,0.8975660740000001,1.0,0
37812,38385,2532,21,14,18985,0.81694601,1.0,0
37813,38386,2532,4,21,25645,0.807920842,1.0,0
37814,38387,2552,364,2,2254,0.498757764,1.0,1
37815,38388,2549,19,16,20431,0.566608585,1.0,0
37816,38389,2548,3,65,44158,0.776414919,1.0,0
37817,38390,2540,296,29,34600,0.620264451,0.0,1
37818,38391,2540,39,53,49729,0.8167127829999999,0.0,0
37819,38392,2538,339,3,3379,1.5,1.0,1
37820,38393,2535,15,17,21499,1.319071585,1.0,0
37821,38394,2405,34,18,23219,1.039446574,1.0,0
37822,38395,2412,44,33,24434,1.248312597,1.0,0
37823,38396,2523,57,3,2283,0.736666667,1.0,0
37824,38397,2472,204,19,20704,0.711589548,1.0,1
37825,38398,2508,258,5,3511,0.739974366,1.0,1
37826,38400,2502,10,7,6841,0.584334162,1.0,0
37827,38401,2359,656,4,3554,0.6669667979999999,0.0,1
37828,38402,2473,45,12,13332,0.6077685270000001,1.0,0
37829,38403,2212,12,32,39590,0.948190705,1.0,0
37830,38404,2540,143,53,39250,0.885911847,0.0,1
37831,38405,2502,601,2,1158,1.0,0.0,1
37832,38406,2501,208,3,4422,0.92,1.0,1
37833,38407,2435,24,10,17020,0.494,1.0,0
37834,38408,2166,21,16,26028,0.807431228,1.0,0
37835,38409,2350,14,4,4265,0.73561313,1.0,0
37836,38410,2463,6,30,83790,0.772333333,1.0,0
37837,38411,2222,46,5,6682,0.878038013,1.0,0
37838,38412,2170,554,2,2158,0.425,0.0,1
37839,38413,2463,69,7,4794,0.517042136,1.0,0
37840,38414,2492,20,8,12076,0.638700729,1.0,0
37841,38415,2483,44,23,34503,0.801852593,0.0,0
37842,38416,2493,201,2,4801,1.1905665490000001,1.0,1
37843,38417,2488,143,21,41041,0.582386394,1.0,1
37844,38418,2495,228,13,24276,0.7160203490000001,1.0,1
37845,38419,2493,16,19,26408,0.590905786,0.0,0
37846,38420,2513,535,2,1298,0.95,0.0,1
37847,38421,2512,6,42,74786,0.892427995,1.0,0
37848,38422,2513,45,11,13964,0.667718419,1.0,0
37849,38423,2442,2,31,39195,0.770497257,1.0,0
37850,38424,2542,80,8,9777,0.681428864,1.0,1
37851,38425,2525,5,29,51919,0.704154741,1.0,0
37852,38426,2504,1,2,3500,0.785,1.0,0
37853,38427,2513,18,5,7593,0.7290833659999999,1.0,0
37854,38428,2549,77,2,3167,1.41,1.0,0
37855,38429,2539,59,19,26056,0.758700875,1.0,0
37856,38430,2536,2,7,5842,0.39971242700000004,1.0,0
37857,38431,2517,205,4,7349,0.847862294,1.0,1
37858,38432,2514,142,3,3122,0.4548046120000001,1.0,0
37859,38433,2474,21,25,34315,0.667055515,1.0,0
37860,38434,2608,4,41,48752,0.8663476370000001,0.0,0
37861,38435,2512,519,2,2151,1.0,0.0,1
37862,38436,2534,118,20,14253,0.57132744,1.0,1
37863,38437,2502,322,3,5455,0.57451879,1.0,1
37864,38438,2506,82,15,23846,0.6830604709999999,1.0,0
37865,38439,2462,6,22,21892,0.793504477,1.0,0
37866,38440,2466,421,10,5950,1.0,0.0,1
37867,38441,2505,85,3,17135,0.630484972,1.0,0
37868,38442,2313,219,6,7358,1.064980973,0.0,0
37869,38443,2489,4,66,102689,1.39722054,1.0,0
37870,38444,2452,171,5,8813,0.656297515,1.0,0
37871,38445,2265,582,3,8526,0.583333333,0.0,1
37872,38446,2510,2,18,30946,0.688377496,1.0,0
37873,38447,2505,23,7,9978,0.48170475,1.0,0
37874,38448,2532,619,3,3257,0.896407737,0.0,1
37875,38449,2531,5,8,9572,0.594890305,1.0,0
37876,38450,2485,7,2,3177,0.41947119899999996,1.0,0
