MEMBER_NO,FLIGHT_COUNT,BASE_POINTS_SUM,SEG_KM_SUM,AVG_FLIGHT_INTERVAL,FFP_days,EXPENSE_SUM_YR_1,EXPENSE_SUM_YR_2,EXPENSE_SUM,runoff_flag,K
32052,2,947,2442,20,1151,1548,0,1548,1,0
32053,8,6593,13100,59.85714286,1140,6808,716,7524,1,0
32054,4,15256,12920,48.33333333,942,36188,0,36188,1,0
32055,17,16392,17127,36.125,1037,6138,9699,15837,0,1
32056,50,44493,48119,14.65306122,1097,20776,19055,39831,0,0
32057,2,1141,1774,23,1091,1120,0,1120,1,0
32058,29,20726,38867,23.92857143,1134,11345,14412,25757,0,1
32059,4,5101,4182,192.6666667,966,3895,1805,5700,0,0
32060,5,3341,4543,100.25,872,2348,994,3342,1,0
32061,7,6271,11688,47.16666667,738,578,5942,6520,0,1
32062,3,5405,5595,85,1003,3513,0,3513,1,0
32063,10,9489,15815,48.77777778,986,4125,5215,9340,0,1
32064,7,5728,9449,96.5,922,1024,2336,3360,0,1
32065,2,845,2413,136,924,0,661,661,0,1
32066,6,12317,23060,83,954,4848,5794,10642,0,1
32067,5,2026,6918,151.5,958,960,2313,3273,0,1
32068,24,14392,28405,29.65217391,955,10555,7611,18166,0,0
32069,17,12919,20302,41.875,936,3380,11404,14784,0,1
32070,5,3730,6277,147.25,601,729,496,1225,0,1
32071,17,9726,16785,44.8125,934,7793,2923,10716,0,0
32072,3,6425,7058,99.5,1134,0,5858,5858,0,1
32073,13,6160,16332,47.08333333,1154,5090,2563,7653,0,0
32074,2,1596,4268,4,1003,1414,0,1414,1,0
32075,42,25815,41977,17.19512195,1084,11428,17543,28971,0,1
32076,14,7789,13382,50.92307692,1007,6230,2301,8531,0,0
32077,2,854,1298,2,1142,0,1050,1050,1,1
32078,2,763,3155,103,1141,1485,0,1485,1,0
32079,27,14682,14494,10.76923077,985,23803,0,23803,1,0
32080,2,2124,2082,500,1018,1430,589,2019,0,1
32081,10,1688,11326,67.66666667,1155,1680,1901,3581,0,1
32082,6,34892,73392,136.8,1130,3200,18900,22100,0,1
32083,2,652,1774,4,1086,880,0,880,1,0
32084,19,17858,20677,35.22222222,1105,8542,8976,17518,0,1
32085,7,5380,7553,91.16666667,1130,3481,2808,6289,1,0
32086,2,920,2555,40,1151,714,0,714,1,0
32087,2,1868,4437,45,1246,1950,0,1950,1,0
32088,2,2422,2750,395,1134,0,1260,1260,0,1
32089,8,3424,6066,97.42857143,946,2827,696,3523,0,0
32090,4,5290,9368,71.66666667,1122,4433,0,4433,1,0
32091,12,2904,15837,59.45454545,1156,350,2772,3122,0,1
32092,2,1595,2613,133,1107,1160,0,1160,1,0
32093,9,7448,11117,86,1135,3601,4424,8025,0,1
32094,3,4474,4708,212.5,1135,1464,1935,3399,0,1
32095,29,17136,26798,25.28571429,956,16747,3349,20096,0,0
32096,2,1412,3689,248,1091,2048,0,2048,1,0
32097,7,6601,9753,86.33333333,1007,5882,1109,6991,1,0
32098,5,2572,7470,171.75,1047,2565,2056,4621,0,0
32099,21,27351,53665,35.7,1036,20221,6996,27217,0,0
32100,4,2543,5736,72.66666667,1033,0,2889,2889,0,1
32101,2,2658,7672,3,1127,0,2698,2698,1,1
32102,22,12486,25174,27.42857143,1031,3230,7348,10578,0,1
32103,7,3681,7489,99.16666667,1164,3999,833,4832,0,0
32104,5,2307,11425,152,1160,2870,1558,4428,0,0
32105,3,1646,2726,61,1554,0,1887,1887,0,1
32106,16,10299,18300,45,1093,6740,5275,12015,0,0
32107,8,4440,9940,18.85714286,1017,5533,0,5533,1,0
32108,7,9698,11748,59.83333333,1028,7078,986,8064,1,0
32109,18,12033,33858,30.76470588,1066,10353,10100,20453,1,1
32110,7,2310,6085,52,1020,710,2291,3001,0,1
32111,9,8013,16891,61.125,1086,1623,7667,9290,0,1
32112,2,581,1406,55,1178,416,0,416,1,0
32113,6,7471,15858,16.6,697,14328,0,14328,1,0
32114,32,40417,69200,23.03225806,842,21414,25872,47286,0,1
32115,9,9795,15259,79.375,1110,7426,3116,10542,0,0
32116,9,5571,9414,89.375,1097,2514,4116,6630,0,1
32117,12,6273,12571,58.09090909,824,3571,2713,6284,0,1
32118,10,9373,21460,58.55555556,922,4065,6415,10480,0,1
32119,5,7795,9275,114.25,1009,5252,1523,6775,0,0
32120,10,2822,8784,79.33333333,1082,3756,1369,5125,0,0
32121,10,4534,14062,76.88888889,770,4436,3234,7670,0,0
32122,7,2221,3399,93.83333333,1098,1982,1330,3312,0,0
32123,6,1978,3637,37.4,1099,3117,0,3117,1,0
32124,2,1284,2331,40,545,890,0,890,1,0
32125,2,1101,1910,134,545,1380,0,1380,1,0
32126,11,14337,21025,49.2,707,1038,13351,14389,0,1
32127,3,3995,5175,1.5,609,1768,0,1768,1,0
32128,2,1884,2880,57,638,1820,0,1820,1,0
32129,34,29176,40573,20.60606061,1130,18631,13365,31996,0,1
32130,4,1088,5860,170.6666667,1129,1410,958,2368,0,1
32131,29,19939,35067,22.89285714,1126,8863,15186,24049,0,1
32132,10,10442,16098,70.88888889,1126,6890,5568,12458,0,0
32133,17,15746,17910,36.875,1258,960,11645,12605,0,1
32134,58,42898,76146,12.70175439,1121,21209,19170,40379,0,0
32135,20,14063,28666,31.78947368,1119,6021,7900,13921,0,1
32136,10,17636,23621,29.77777778,664,0,24734,24734,0,1
32137,10,6818,9687,64.33333333,1131,5756,2423,8179,0,0
32138,6,5249,10974,24.8,1075,3627,2397,6024,1,0
32139,6,2613,6475,88,743,1110,2775,3885,0,1
32140,12,10163,13086,52.45454545,1135,3627,6082,9709,0,1
32141,3,1156,4128,182,1117,0,982,982,0,1
32142,20,17731,26950,32.94736842,1121,6480,11112,17592,0,1
32143,7,5660,13279,114,691,14200,2100,16300,0,0
32144,14,13516,21420,30.15384615,728,30430,5500,35930,1,0
32145,5,2198,12991,41.75,410,2010,1946,3956,1,1
32146,3,3334,4250,59,1080,0,3303,3303,1,1
32147,34,15147,31154,21.3030303,1052,10695,10673,21368,0,1
32148,26,31720,46205,27.72,1124,7735,22166,29901,0,1
32149,2,0,5870,189,389,0,1276,1276,0,1
32150,2,2468,3774,3,640,0,2416,2416,0,1
32151,3,1755,5487,219,1016,3078,1000,4078,0,0
32152,13,7099,15212,44.08333333,1066,0,3198,3198,0,1
32153,2,1120,3390,421,885,978,799,1777,0,1
32154,26,20216,26256,25.96,2012,6423,8450,14873,0,1
32155,2,1084,2360,6,912,0,1392,1392,1,1
32156,5,2139,11692,14.5,438,0,4992,4992,1,1
32157,38,19878,31229,18.35135135,1005,5774,10880,16654,0,1
32158,10,7684,21560,30.11111111,595,8811,923,9734,1,0
32159,9,4764,10964,87,967,4461,2171,6632,0,0
32160,18,34669,78496,40.29411765,1097,19749,3000,22749,0,0
32161,12,8720,16933,23,1105,10420,0,10420,1,0
32162,10,6718,15086,44,1101,3748,5477,9225,1,1
32163,34,26011,38473,18.33333333,1068,20035,7950,27985,0,0
32164,2,862,1124,93,1079,0,1288,1288,0,1
32165,4,4711,7585,55,1082,4112,742,4854,1,0
32166,75,46233,64012,9.594594595,1080,21477,31852,53329,0,1
32167,8,6086,9815,82.85714286,1094,2528,3635,6163,0,1
32168,5,3776,6932,32.5,1091,4424,0,4424,1,0
32169,38,20402,34317,19.08108108,1144,7059,15785,22844,0,1
32170,10,5461,6490,67.77777778,1128,2750,2422,5172,0,1
32171,2,3356,3966,3,1096,4650,0,4650,1,0
32172,8,5940,10104,81.14285714,1081,1536,1858,3394,0,0
32173,14,9066,18343,48.84615385,1080,6650,3236,9886,0,0
32174,19,34570,93742,31.22222222,1091,16050,8972,25022,0,0
32175,6,6879,11917,111.2,1089,1920,4989,6909,0,1
32176,8,11055,15672,36.28571429,1098,4694,5233,9927,1,1
32177,3,2995,4137,21.5,1098,2736,0,2736,1,0
32178,4,1584,4119,26,1113,2761,0,2761,1,0
32179,5,1743,5285,103.5,1112,940,1474,2414,0,1
32180,2,1783,4938,22,1100,0,2554,2554,1,1
32181,22,33719,50767,26.66666667,1099,7357,22954,30311,0,1
32182,3,638,3056,24.5,1075,1287,0,1287,1,0
32183,2,1282,2133,66,553,1420,0,1420,1,0
32184,13,8728,12518,59.75,1115,7024,2115,9139,0,0
32185,17,42436,58731,30.1875,1113,10856,14760,25616,0,0
32186,13,11674,24669,54,1109,8927,6081,15008,0,0
32187,19,12010,27130,34.33333333,1108,10513,2503,13016,0,0
32189,15,10273,12857,27.78571429,988,10848,672,11520,1,0
32190,25,19246,33760,27.25,920,8806,9859,18665,0,1
32191,2,4555,12174,21,1060,4060,0,4060,1,0
32192,19,18337,32539,37.55555556,812,8434,11253,19687,0,1
32193,2,1045,1827,1,991,0,1352,1352,1,1
32194,10,9292,10945,62.55555556,992,5850,4350,10200,0,1
32195,6,7423,12007,132.2,980,4547,3579,8126,0,1
32196,4,2870,7562,140.3333333,991,1870,1604,3474,0,1
32197,56,262958,321489,13.05454545,1029,72596,87401,159997,0,0
32198,8,5255,12946,72.42857143,736,2833,3810,6643,0,1
32199,23,15495,24052,28.90909091,736,6790,11003,17793,0,1
32200,2,616,1744,3,540,688,0,688,1,0
32201,2,2910,3182,8,1078,0,2852,2852,1,1
32202,2,2140,3135,6,699,9138,0,9138,1,0
32203,7,3104,6420,47,971,3468,0,3468,1,0
32204,38,19945,26578,18.27027027,849,9230,15242,24472,0,1
32205,32,14583,33624,19.25806452,848,10749,7325,18074,0,0
32206,25,18984,25481,26.58333333,706,9704,8742,18446,0,0
32207,6,3537,6486,49,1036,2633,2001,4634,1,0
32208,43,57288,79376,17.28571429,1023,26750,26317,53067,0,1
32209,15,17670,20848,33.78571429,955,10768,4646,15414,1,0
32210,3,2067,3764,49.5,996,1197,0,1197,1,0
32211,3,2142,3068,255.5,600,960,1357,2317,0,1
32212,2,2268,1892,227,1106,0,479,479,0,1
32213,2,2150,3404,5,701,2240,0,2240,1,0
32214,4,3239,5052,25.33333333,640,3589,0,3589,1,0
32215,5,1423,4423,71.75,925,0,2433,2433,0,1
32216,2,616,1744,38,786,903,0,903,1,0
32217,14,10110,23791,44,1040,10950,2469,13419,0,0
32218,51,35101,58424,14.54,734,15769,19866,35635,0,1
32219,13,5359,13689,55.08333333,959,5209,2937,8146,0,0
32220,14,20969,29772,53.61538462,982,7879,10050,17929,0,1
32221,21,20943,45082,29.1,1002,6638,17074,23712,0,1
32222,8,5611,23768,89.42857143,979,3660,5343,9003,0,1
32223,9,8381,9002,54.875,984,5456,2726,8182,1,0
32224,2,1853,1855,1,975,0,1522,1522,1,1
32225,59,69581,108263,12.34482759,1062,40075,36019,76094,0,1
32226,16,41592,31472,45,1118,22950,13158,36108,0,0
32227,21,29886,55503,31.6,665,17398,23077,40475,0,1
32228,16,21214,31883,39.66666667,722,23973,17037,41010,0,0
32229,58,60270,92630,12.43859649,872,20556,45909,66465,0,1
32230,2,2386,3264,225,1049,1280,663,1943,1,1
32231,23,22110,44001,30.13636364,958,14003,6905,20908,0,0
32232,35,23612,47975,20.70588235,998,15530,14603,30133,0,1
32233,2,494,2698,84,1055,0,1150,1150,1,1
32234,2,777,1952,205,1058,1418,0,1418,1,0
32235,18,5567,13469,27,574,5737,2590,8327,0,0
32236,6,6894,17584,49.2,767,6328,0,6328,1,0
32237,2,948,4744,4,772,0,1090,1090,1,1
32238,10,8098,15108,75.88888889,1082,3450,5713,9163,0,1
32239,6,2852,12121,103.6,1089,3100,1558,4658,0,0
32241,6,1855,8425,130.4,1070,1612,1977,3589,0,1
32242,2,1695,2750,1,1070,0,2268,2268,1,1
32243,5,3346,4608,57.75,1076,710,720,1430,1,1
32244,6,4542,4732,74.4,1049,2606,0,2606,1,0
32245,10,4835,12454,50.55555556,702,5768,704,6472,1,0
32246,5,2322,4923,74,979,2345,446,2791,0,0
32247,12,8321,11038,55,969,4520,5463,9983,0,1
32248,14,12672,21142,53.69230769,987,9034,5491,14525,0,0
32249,9,9683,14567,44.125,665,2370,7094,9464,0,1
32250,9,5573,13056,31.625,959,7088,0,7088,1,0
32251,2,3627,5966,24,992,0,3585,3585,1,1
32252,2,6040,6657,9,1110,0,4515,4515,1,1
32253,5,868,5907,139,904,596,1788,2384,0,1
32254,7,6998,7498,55.66666667,1082,2380,5090,7470,1,1
32255,30,27205,43654,24.10344828,1076,26748,3147,29895,0,0
32256,14,13568,15016,46.07692308,1063,5760,8396,14156,0,1
32257,3,1004,4173,60.5,1027,0,1905,1905,0,1
32258,13,13692,25381,49.83333333,1024,6455,7600,14055,0,1
32259,21,13473,20009,34.65,1080,6522,5511,12033,0,1
32260,14,16126,18114,21.23076923,1078,14652,0,14652,1,0
32261,15,10029,24801,42.85714286,869,7800,8190,15990,0,1
32262,3,5732,6110,263,1095,690,3858,4548,0,1
32263,2,2078,3520,476,1100,850,1371,2221,0,1
32264,6,1808,4933,100,1094,1432,0,1432,0,0
32265,10,6591,7960,52.11111111,808,3211,3811,7022,0,1
32266,3,2322,3263,220.5,577,1008,1540,2548,0,1
32267,12,3599,10536,45.63636364,754,1314,4927,6241,0,1
32268,5,2369,4747,12.75,906,3598,0,3598,1,0
32269,8,5341,7157,84.57142857,872,5272,1300,6572,0,0
32270,14,9516,17746,50.30769231,767,4724,4987,9711,0,1
32271,5,2868,6767,40.75,959,3735,0,3735,1,0
32272,13,13177,22935,39.33333333,956,11381,2730,14111,1,0
32273,9,9857,13233,45.75,951,8626,1300,9926,0,0
32274,11,5554,7742,18,957,7830,0,7830,1,0
32275,4,1364,3204,20.66666667,830,0,1983,1983,0,1
32276,15,8645,11946,37.71428571,821,16838,0,16838,0,0
32277,14,11536,32508,29.69230769,648,11950,6250,18200,1,0
32278,2,1000,1160,4,639,4142,0,4142,1,0
32279,2,400,1160,3,636,1800,0,1800,1,0
32280,2,734,2604,6,617,2560,0,2560,1,0
32281,12,4912,11148,41.36363636,594,9720,2100,11820,0,0
32282,4,454,2624,32.33333333,447,676,497,1173,1,0
32283,10,4476,13071,38.55555556,442,849,3528,4377,0,1
32284,20,18867,34001,19.73684211,436,1708,17906,19614,0,1
32285,2,658,1746,195,434,512,539,1051,1,1
32286,2,454,1312,23,421,568,0,568,1,0
32287,3,200,1437,5.5,420,0,713,713,1,1
32288,18,14435,18149,15.82352941,415,3010,10168,13178,1,1
32289,29,23269,36320,19.42857143,1029,11541,6566,18107,1,0
32290,10,7221,12411,52.77777778,1010,4420,3859,8279,0,1
32291,4,427,2270,71.33333333,491,355,423,778,1,1
32292,8,3072,13774,45.28571429,458,1895,1342,3237,1,1
32293,5,3388,4550,73.75,471,1551,2435,3986,1,1
32294,2,1152,1746,203,468,651,837,1488,1,1
32295,10,5435,9833,44.44444444,472,1773,4141,5914,0,1
32296,27,16151,25014,27.65384615,847,10385,9515,19900,0,0
32297,5,2668,3385,135.25,985,1200,1242,2442,0,1
32298,3,5238,5536,297,977,840,3434,4274,0,1
32299,3,4852,6412,307,998,2450,1775,4225,0,0
32300,2,1000,1074,313,989,1264,0,1264,1,0
32301,2,1352,1522,1,982,1377,0,1377,1,0
32302,6,2400,3480,107,833,6322,4350,10672,0,1
32303,10,5126,8340,56.55555556,826,6590,1750,8340,1,0
32304,8,3488,10725,95.71428571,942,3283,2300,5583,0,0
32305,61,50566,64379,11.28333333,1043,19455,30552,50007,0,1
32306,9,5982,10520,54.625,1037,4617,2174,6791,1,0
32307,35,22315,35312,20.32352941,1028,17661,7525,25186,0,0
32308,12,6542,13432,46.45454545,934,3697,4340,8037,1,0
32309,24,17319,35361,21.73913043,765,12432,7829,20261,1,0
32310,4,6362,7757,91.66666667,954,1400,3917,5317,0,1
32311,8,7604,9368,86.14285714,987,2740,4285,7025,0,1
32312,5,1300,2895,152,981,533,1733,2266,0,1
32313,28,16390,20154,23.66666667,980,12464,4571,17035,0,0
32314,2,902,3509,12,1024,1386,0,1386,1,0
32315,6,5695,7996,76.8,1023,2640,3097,5737,0,1
32316,4,3144,8308,60,1023,4725,0,4725,1,0
32317,2,2715,2857,5,1023,960,0,960,1,0
32318,25,11132,20222,28.70833333,1014,5029,10123,15152,0,1
32319,9,5907,14874,43.125,1011,7476,0,7476,1,0
32320,3,1048,3165,112.5,513,886,1350,2236,1,1
32321,3,2148,5024,19,491,3648,0,3648,1,0
32322,2,672,2229,4,491,1926,0,1926,1,0
32323,8,7829,18576,16.14285714,485,12615,0,12615,1,0
32324,10,4572,10221,42.22222222,484,5828,2130,7958,0,0
32325,11,16180,24832,29.1,478,9630,7628,17258,1,0
32326,6,4944,13932,50,474,6240,2500,8740,0,0
32327,41,38900,52968,16.9,960,16269,21412,37681,0,1
32328,11,11782,13534,41.6,683,4080,5376,9456,0,1
32329,52,26675,36764,12.05882353,624,14665,18520,33185,0,1
32330,7,3097,5231,32.5,738,4595,0,4595,1,0
32331,18,7617,16235,39,821,11425,8300,19725,0,0
32332,7,8407,9620,26.16666667,1005,7134,0,7134,1,0
32333,2,4917,4154,6,1042,4025,0,4025,1,0
32334,8,4200,8120,52.57142857,977,3467,1754,5221,1,0
32335,6,7702,11434,9,709,5498,0,5498,1,0
32336,4,6842,17340,225.6666667,691,445,4670,5115,0,1
32337,19,16858,20170,29.66666667,977,2507,13792,16299,0,1
32338,3,2179,4124,5.5,914,0,980,980,1,1
32339,20,19306,28851,34.31578947,934,8890,11693,20583,0,1
32340,26,29613,46846,27.08,1036,6649,18176,24825,0,1
32341,8,3712,7432,18.85714286,681,7860,0,7860,1,0
32342,6,8944,10448,82,603,8980,850,9830,0,0
32343,7,5768,16254,55.5,571,5920,3750,9670,1,0
32344,7,3770,8477,91.83333333,588,4350,5750,10100,0,1
32345,6,2700,3480,78.4,874,9002,600,9602,1,0
32346,4,1510,4527,63,963,2479,0,2479,1,0
32347,5,2355,5975,136.25,934,1134,2129,3263,0,1
32349,3,3987,10395,265.5,769,2300,1430,3730,0,1
32350,17,17068,24936,38.6875,817,9759,6457,16216,0,0
32351,2,1000,1158,1,741,0,1306,1306,1,1
32352,5,4268,7789,75.75,378,0,3131,3131,0,1
32353,7,5560,12373,79.83333333,754,426,4713,5139,0,1
32354,55,39255,44023,13.22222222,757,7127,26297,33424,0,1
32355,8,5891,6337,86.71428571,761,1968,4091,6059,0,1
32356,6,12820,16621,125.2,665,2080,10436,12516,0,1
32357,12,7211,26160,54,941,2410,5285,7695,0,1
32358,8,4635,6394,73.71428571,854,2934,2750,5684,0,1
32359,2,1302,4110,8,1035,2379,0,2379,1,0
32360,18,10685,26845,37.41176471,777,5176,10541,15717,0,1
32361,9,8508,10893,75.75,1009,2043,4413,6456,0,1
32362,13,8407,13593,60.16666667,1017,4802,4431,9233,0,0
32363,11,8952,15023,22.8,1013,0,9022,9022,0,1
32364,4,3400,5212,157,1025,2670,1078,3748,0,0
32365,6,3259,7063,123.6,1015,777,2564,3341,0,1
32366,29,21114,42462,23.57142857,871,4697,23505,28202,0,1
32367,5,2192,3822,23.25,916,0,1959,1959,1,1
32368,5,1914,9731,104.5,904,1908,1558,3466,0,0
32369,12,8602,13002,63.72727273,895,6572,3370,9942,0,0
32370,2,679,1773,247,967,0,329,329,1,1
32371,18,17769,37768,39.47058824,994,8586,10554,19140,0,1
32372,3,1156,3605,54,486,1926,840,2766,1,0
32373,5,6294,10195,76.25,528,3218,3080,6298,1,1
32374,20,10092,21451,34.52631579,970,8098,3602,11700,0,0
32375,5,6299,8478,37.75,1038,6793,0,6793,1,0
32376,6,3413,10940,109.6,579,2485,1877,4362,0,1
32377,2,1272,3734,15,993,1958,0,1958,1,0
32378,2,1926,1518,2,1071,1440,0,1440,1,0
32379,2,1027,2836,133,417,845,818,1663,1,1
32380,14,15474,20446,49.92307692,867,9986,1064,11050,0,0
32381,9,11018,17974,75.875,891,1086,4565,5651,0,1
32382,2,1116,4354,2,897,0,4100,4100,1,1
32383,35,25524,45300,20.82352941,1090,13503,16496,29999,0,1
32384,15,5406,8655,27.21428571,780,6304,1082,7386,1,0
32385,8,4512,5198,55.14285714,755,3889,568,4457,1,0
32386,5,4418,10987,42,548,3260,2944,6204,1,0
32387,2,2885,4644,116,1035,3255,0,3255,1,0
32388,2,2138,5870,6,1026,2280,0,2280,1,0
32389,8,2708,9702,89.42857143,1024,4426,405,4831,0,0
32390,18,55154,94550,34.82352941,976,16610,19879,36489,0,1
32391,7,7099,9071,83.66666667,618,2536,2937,5473,0,0
32392,11,4758,9393,55.1,1052,4176,3124,7300,0,1
32393,9,4111,6938,31.375,618,3922,0,3922,1,0
32395,3,1950,3002,61.5,1041,5120,0,5120,1,0
32396,3,1538,2933,58,1043,3150,600,3750,1,0
32397,4,1528,3716,20.66666667,971,3700,0,3700,1,0
32398,4,1248,4645,96.66666667,962,564,1624,2188,0,1
32399,2,1580,4448,19,956,2465,0,2465,1,0
32400,11,18886,22963,61.7,917,10788,7916,18704,0,0
32401,2,1073,2808,271,462,0,1250,1250,0,1
32402,9,3250,5216,64.125,716,6788,700,7488,1,0
32403,2,734,2604,150,716,2200,0,2200,1,0
32404,5,6594,11610,54.5,710,8260,0,8260,1,0
32405,2,632,2286,26,691,3000,0,3000,1,0
32406,2,1481,1864,2,691,2312,0,2312,1,0
32407,3,4120,4711,23.5,858,5010,0,5010,1,0
32408,2,837,2587,214,832,0,1000,1000,1,1
32409,15,10470,17148,49.85714286,1049,4970,6667,11637,0,1
32410,35,27052,41713,6.911764706,935,32172,0,32172,1,0
32411,20,17032,28952,31.94736842,966,5001,4358,9359,0,0
32412,2,3300,3523,214,381,0,2851,2851,0,1
32413,2,1772,1910,283,935,1960,0,1960,1,0
32414,61,48301,132797,12.01666667,943,61888,63100,124988,0,1
32415,65,45232,89309,10.671875,863,46808,48004,94812,0,1
32416,4,3260,8569,119.6666667,737,1615,4950,6565,0,1
32417,22,21601,30680,32.9047619,847,17953,3975,21928,0,0
32418,3,2399,3991,131,531,1048,316,1364,1,0
32419,4,4536,9646,24.33333333,734,4238,844,5082,1,0
32420,14,5895,15774,42.15384615,743,7693,1700,9393,1,0
32421,21,29834,43547,15.7,763,16475,5508,21983,1,0
32422,3,2411,2626,194,948,2050,727,2777,1,0
32423,85,67909,96524,8.488095238,1038,31528,39421,70949,0,1
32424,5,1524,3938,89.5,1024,550,1805,2355,0,1
32425,47,52037,80833,15.5,1016,28679,25940,54619,0,0
32426,2,1572,4154,265,945,1925,0,1925,1,0
32427,20,26356,33900,37.31578947,946,13203,14654,27857,0,1
32428,2,1381,1507,20,939,1642,0,1642,1,0
32429,5,3025,7181,102.25,937,2035,1588,3623,1,0
32430,40,27537,48141,18.43589744,937,7355,20514,27869,0,1
32431,5,1934,3098,136.5,1033,1243,739,1982,0,0
32432,4,2000,2320,6.666666667,769,8284,0,8284,1,0
32433,5,2810,5216,32.25,609,6470,0,6470,1,0
32434,3,1390,4627,79.5,1024,1150,1900,3050,1,1
32435,2,580,2422,10,1065,2800,0,2800,1,0
32436,20,21669,32627,35.42105263,1117,12342,10090,22432,0,1
32437,5,8718,9509,1.75,1014,0,5335,5335,1,1
32438,3,6868,6163,39.5,734,0,5967,5967,1,1
32439,4,1550,5640,138.3333333,962,0,1509,1509,0,1
32440,5,10122,10805,10,1066,0,8410,8410,1,1
32441,11,4918,11978,67.9,885,2571,2611,5182,0,1
32442,28,10331,11222,19.11111111,1031,2685,4839,7524,1,0
32443,42,15885,21687,16.87804878,1048,0,9011,9011,0,1
32444,20,32408,54874,38.36842105,1019,21460,9842,31302,0,0
32445,4,1494,4232,62.66666667,1066,1134,0,1134,1,0
32446,11,9304,15009,50,1058,4480,3558,8038,1,0
32447,44,41112,54276,13.20930233,653,12407,16375,28782,1,0
32448,3,4304,4583,75.5,1010,0,3766,3766,0,1
32449,9,3070,9700,50.875,727,745,3251,3996,1,1
32450,22,18890,34105,25.57142857,1021,22323,5566,27889,1,0
32451,7,3200,3898,27,1029,0,4213,4213,0,1
32452,4,3999,5164,151,1003,1280,1152,2432,0,0
32453,13,17909,28072,58.58333333,986,7700,1102,8802,0,0
32454,34,22752,41361,22.03030303,1051,7737,5506,13243,0,0
32455,11,7897,18736,30.6,618,11693,6446,18139,1,0
32456,5,9261,11144,100.25,951,3407,4853,8260,0,1
32457,16,10274,26479,44.93333333,997,8060,5677,13737,0,0
32458,23,18674,30881,31.18181818,996,9677,11724,21401,0,1
32459,8,2578,10080,92,991,788,3249,4037,0,1
32460,9,3520,12118,79.25,994,2800,544,3344,0,0
32461,5,1985,6661,118.5,1087,1709,1293,3002,0,0
32462,2,614,1656,3,390,1116,0,1116,1,0
32463,2,700,760,7,868,0,990,990,1,1
32464,4,2551,4605,116,875,1383,856,2239,1,0
32465,3,1500,1737,75.5,882,2130,0,2130,1,0
32466,4,3882,4065,98.66666667,1050,990,2780,3770,0,1
32467,7,9119,17164,59.5,1062,7971,2026,9997,1,0
32468,11,6271,14300,53.9,1033,2963,0,2963,0,0
32469,7,4856,9386,107.3333333,1039,4145,1154,5299,0,0
32470,9,3495,8288,62.125,1043,2657,1184,3841,0,0
32471,2,1555,4653,5,861,2045,0,2045,1,0
32472,2,2232,2318,27,988,0,1840,1840,1,1
32473,23,18904,32780,31.27272727,980,1986,8099,10085,0,0
32474,26,10585,35117,28.16,978,558,3874,4432,0,0
32475,7,6518,8372,97,983,4893,1348,6241,0,0
32476,9,4272,7564,77,971,1427,2890,4317,0,1
32477,3,3819,7353,94,1035,0,3877,3877,0,1
32478,3,2163,6042,2.5,1049,2905,0,2905,1,0
32479,11,8680,11644,54.6,1036,3623,2427,6050,0,0
32480,3,872,3662,129,920,908,358,1266,0,0
32481,3,2622,2433,6,1022,2492,0,2492,1,0
32482,54,27670,37294,11.52830189,1012,6762,28857,35619,0,1
32483,2,2040,5942,8,1018,2928,0,2928,1,0
32484,14,10323,15626,49.38461538,797,5823,4948,10771,0,1
32485,14,6433,16204,52.15384615,1044,1678,5675,7353,0,1
32486,18,11822,18242,39.64705882,1041,8869,5436,14305,0,0
32487,5,5624,10275,93.25,1045,1925,4140,6065,1,1
32488,18,10530,12993,35.64705882,840,7174,6438,13612,0,0
32489,2,774,2342,4,701,1380,0,1380,1,0
32490,21,16862,22919,18.4,765,16111,1540,17651,1,0
32491,27,19581,26004,23.53846154,765,11859,8249,20108,0,0
32492,31,33920,48441,22.96666667,768,24463,9978,34441,0,0
32493,13,13160,10814,45.66666667,792,5325,1001,6326,0,0
32494,5,10795,27584,89.25,968,2400,7149,9549,0,1
32495,10,12059,19547,57.11111111,1029,9149,578,9727,0,0
32496,17,16554,17504,39.3125,1007,6509,7317,13826,0,0
32497,2,1908,3934,8,1006,2125,0,2125,1,0
32498,14,12887,15059,48.84615385,1003,12912,1855,14767,0,0
32499,15,11513,19705,42.71428571,999,4482,8233,12715,0,1
32500,3,2384,3231,178,1007,0,2067,2067,0,1
32501,53,54417,70743,13.23076923,1044,30632,20697,51329,0,0
32502,11,21784,17064,29,1048,22260,0,22260,1,0
32503,19,8082,15114,32.38888889,1007,6069,3138,9207,1,1
32504,5,3811,7598,85,1050,2108,2402,4510,1,0
32505,21,25336,34684,28.25,1047,20645,3827,24472,1,0
32506,8,5002,12143,92.71428571,1052,5465,1828,7293,0,0
